date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:04:22	27080/27080	---M--	200	added ('OK')	image/jpeg	etag:%2297bf395d71b814eaf95dd8da6ce0c83b%22	https://skyone.vercel.app/education/assets/images/showcase/header_mega.jpg	C:/My%20Web%20Sites/library/skyone.vercel.app/education/assets/images/showcase/header_mega.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:22	27254/27254	---M--	200	added ('OK')	image/jpeg	etag:%22467043efcdeddd7c51335b7d6b2fa1b5%22	https://skyone.vercel.app/education/assets/images/showcase/header_hamburger.jpg	C:/My%20Web%20Sites/library/skyone.vercel.app/education/assets/images/showcase/header_hamburger.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:22	19285/19285	---M--	200	added ('OK')	image/jpeg	etag:%2219a9eb19177c4d4e7f96ea6cf5a5c28f%22	https://skyone.vercel.app/education/assets/images/showcase/footer_sitemap.jpg	C:/My%20Web%20Sites/library/skyone.vercel.app/education/assets/images/showcase/footer_sitemap.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:23	24494/24494	---M--	200	added ('OK')	image/jpeg	etag:%22790fd915424a2cca1eba2c04d8838212%22	https://skyone.vercel.app/education/assets/images/showcase/footer_blog.jpg	C:/My%20Web%20Sites/library/skyone.vercel.app/education/assets/images/showcase/footer_blog.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:23	8769/8769	---M--	200	added ('OK')	image/jpeg	etag:%22ca6beb17b0939ad50cae6f52edec9d25%22	https://skyone.vercel.app/education/assets/images/showcase/footer_basic.jpg	C:/My%20Web%20Sites/library/skyone.vercel.app/education/assets/images/showcase/footer_basic.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:23	26492/26492	---M--	200	added ('OK')	image/jpeg	etag:%22d444104531584d4670e7304dd3313f1f%22	https://skyone.vercel.app/education/assets/images/showcase/footer_contact.jpg	C:/My%20Web%20Sites/library/skyone.vercel.app/education/assets/images/showcase/footer_contact.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:24	34956/34956	---M--	200	added ('OK')	image/jpeg	etag:%22cbeb577554237dec29b1aaca2c3aa151%22	https://skyone.vercel.app/education/assets/images/showcase/chat.jpg	C:/My%20Web%20Sites/library/skyone.vercel.app/education/assets/images/showcase/chat.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:25	7619/7619	---M--	200	added ('OK')	image/jpeg	etag:%221f750943f565d54bad9c1efbb2195ff7%22	https://skyone.vercel.app/education/assets/images/showcase/pagenav.jpg	C:/My%20Web%20Sites/library/skyone.vercel.app/education/assets/images/showcase/pagenav.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:26	19374/19374	---M--	200	added ('OK')	image/jpeg	etag:W/%224bae-CznsjKyYh63EC+NviurAl2IBsV0%22	https://ik.imagekit.io/q5gfy1zcvl/skyrev/saas_agwJ9Vd7F.jpg	C:/My%20Web%20Sites/library/ik.imagekit.io/q5gfy1zcvl/skyrev/saas_agwJ9Vd7F.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:27	22248/22248	---M--	200	added ('OK')	image/jpeg	etag:%2265e306e54c904ad3f1a6bcc74d537f2d%22	https://ik.imagekit.io/q5gfy1zcvl/skyrev/agency_UXQv8nJCcFt.jpg	C:/My%20Web%20Sites/library/ik.imagekit.io/q5gfy1zcvl/skyrev/agency_UXQv8nJCcFt.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:27	23092/23092	---M--	200	added ('OK')	image/jpeg	etag:W/%225a34-F+yxwHBEztQb4QW4V7wx8eF/Xc4%22	https://ik.imagekit.io/q5gfy1zcvl/skyrev/crypto_Ws7Q2_mGM.jpg	C:/My%20Web%20Sites/library/ik.imagekit.io/q5gfy1zcvl/skyrev/crypto_Ws7Q2_mGM.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:28	18874/18874	---M--	200	added ('OK')	image/jpeg	etag:W/%2249ba-Oxi/0xwJr9m7a/bfyqXBn+l+fvA%22	https://ik.imagekit.io/q5gfy1zcvl/skyrev/cloud_8iwHSvOd9.jpg	C:/My%20Web%20Sites/library/ik.imagekit.io/q5gfy1zcvl/skyrev/cloud_8iwHSvOd9.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:28	23986/23986	---M--	200	added ('OK')	image/jpeg	etag:W/%225db2-N/+iV+oWMF5/7bU3pDnF+I46v6M%22	https://ik.imagekit.io/q5gfy1zcvl/skyrev/education_CN9sSEEGn.jpg	C:/My%20Web%20Sites/library/ik.imagekit.io/q5gfy1zcvl/skyrev/education_CN9sSEEGn.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:29	20938/20938	---M--	200	added ('OK')	image/jpeg	etag:W/%2251ca-w1Zhr9qu91Id6VSw4IYFtwhaX9Y%22	https://ik.imagekit.io/q5gfy1zcvl/skyrev/fintech_2fqQd_Bkxt.jpg	C:/My%20Web%20Sites/library/ik.imagekit.io/q5gfy1zcvl/skyrev/fintech_2fqQd_Bkxt.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:29	20216/20216	---M--	200	added ('OK')	image/jpeg	etag:W/%224ef8-HL2eDWd8iPRnr9AUl9J2q1gYfPM%22	https://ik.imagekit.io/q5gfy1zcvl/skyrev/social_ki4WinkmD.jpg	C:/My%20Web%20Sites/library/ik.imagekit.io/q5gfy1zcvl/skyrev/social_ki4WinkmD.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:30	21642/21642	---M--	200	added ('OK')	image/jpeg	etag:W/%22548a-OIsnW0Wy6Zrmdz0B44CS813dsao%22	https://ik.imagekit.io/q5gfy1zcvl/skyrev/marketing_XyQ2TrNrB.jpg	C:/My%20Web%20Sites/library/ik.imagekit.io/q5gfy1zcvl/skyrev/marketing_XyQ2TrNrB.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:30	22041/22041	---M--	200	added ('OK')	image/jpeg	etag:W/%225619-06P/x64ZaBZSxIl1vbRyMj0OhYw%22	https://ik.imagekit.io/q5gfy1zcvl/skyrev/medical_CvNBZS87K.jpg	C:/My%20Web%20Sites/library/ik.imagekit.io/q5gfy1zcvl/skyrev/medical_CvNBZS87K.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:31	18112/18112	---M--	200	added ('OK')	image/jpeg	etag:W/%2246c0-ttoL2Y6ix7rh2NbJUBR5zcumDps%22	https://ik.imagekit.io/q5gfy1zcvl/skyrev/product_sales_pGLKD-9yw.jpg	C:/My%20Web%20Sites/library/ik.imagekit.io/q5gfy1zcvl/skyrev/product_sales_pGLKD-9yw.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:31	21212/21212	---M--	200	added ('OK')	image/jpeg	etag:%22739b6269bf9542508230bfba1726a356%22	https://ik.imagekit.io/q5gfy1zcvl/skyrev/saas2_93a52OcEcR4.jpg	C:/My%20Web%20Sites/library/ik.imagekit.io/q5gfy1zcvl/skyrev/saas2_93a52OcEcR4.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:32	27365/27365	---M--	200	added ('OK')	image/jpeg	etag:%2275e58f40e9b43ed743e8578184b17cc4%22	https://ik.imagekit.io/q5gfy1zcvl/docs_G4-Yw2hVC.jpg	C:/My%20Web%20Sites/library/ik.imagekit.io/q5gfy1zcvl/docs_G4-Yw2hVC.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:32	53631/53631	---MCZ	200	added ('OK')	text/html	etag:W/%224e30a7796e220ad948fee747f82edbaa%22	https://skyone.vercel.app/education/en/about.html	C:/My%20Web%20Sites/library/skyone.vercel.app/education/en/about.html	(from https://skyone.vercel.app/education/en/index.html)
02:04:32	54554/54554	---MCZ	200	added ('OK')	text/html	etag:W/%2270523d0714eb54c469bfe7679a6821dc%22	https://skyone.vercel.app/education/en/about-team.html	C:/My%20Web%20Sites/library/skyone.vercel.app/education/en/about-team.html	(from https://skyone.vercel.app/education/en/index.html)
02:04:33	69504/69504	---MCZ	200	added ('OK')	text/html	etag:W/%22fe8f839176c1b17fce5b936101e79183%22	https://skyone.vercel.app/education/en/blog.html	C:/My%20Web%20Sites/library/skyone.vercel.app/education/en/blog.html	(from https://skyone.vercel.app/education/en/index.html)
02:04:33	68254/68254	---MCZ	200	added ('OK')	text/html	etag:W/%2262bf77c774f415d9e842fcad3e31d969%22	https://skyone.vercel.app/education/en/detail-blog.html	C:/My%20Web%20Sites/library/skyone.vercel.app/education/en/detail-blog.html	(from https://skyone.vercel.app/education/en/index.html)
02:04:33	28876/28876	---MCZ	200	added ('OK')	text/html	etag:W/%223129c26cf3405b569682a3ad2e79c37e%22	https://skyone.vercel.app/education/en/login.html	C:/My%20Web%20Sites/library/skyone.vercel.app/education/en/login.html	(from https://skyone.vercel.app/education/en/index.html)
02:04:33	29422/29422	---MCZ	200	added ('OK')	text/html	etag:W/%22bab5a3780a37e2e2176138c90db15662%22	https://skyone.vercel.app/education/en/register.html	C:/My%20Web%20Sites/library/skyone.vercel.app/education/en/register.html	(from https://skyone.vercel.app/education/en/index.html)
02:04:34	35525/35525	---MCZ	200	added ('OK')	text/html	etag:W/%225b8fc3bd0f714a87362e55d31f64f6ff%22	https://skyone.vercel.app/education/en/contact.html	C:/My%20Web%20Sites/library/skyone.vercel.app/education/en/contact.html	(from https://skyone.vercel.app/education/en/index.html)
02:04:34	35762/35762	---MCZ	200	added ('OK')	text/html	etag:W/%221891d78ee3846cb3620f2cc3632ac5ac%22	https://skyone.vercel.app/education/en/contact-map.html	C:/My%20Web%20Sites/library/skyone.vercel.app/education/en/contact-map.html	(from https://skyone.vercel.app/education/en/index.html)
02:04:34	70733/70733	---MCZ	200	added ('OK')	text/html	etag:W/%22d2a9976774e48b6a7faf3c3727d7825f%22	https://skyone.vercel.app/education/en/collection.html	C:/My%20Web%20Sites/library/skyone.vercel.app/education/en/collection.html	(from https://skyone.vercel.app/education/en/index.html)
02:04:35	79931/79931	---MCZ	200	added ('OK')	text/html	etag:W/%224bb1e69ac68eda897b9da927d7e2c7f1%22	https://skyone.vercel.app/education/en/products.html	C:/My%20Web%20Sites/library/skyone.vercel.app/education/en/products.html	(from https://skyone.vercel.app/education/en/index.html)
02:04:35	47202/47202	---MCZ	200	added ('OK')	text/html	etag:W/%22d955a2c9e6591cbcc59734e2c7cfb98a%22	https://skyone.vercel.app/education/en/product-detail.html	C:/My%20Web%20Sites/library/skyone.vercel.app/education/en/product-detail.html	(from https://skyone.vercel.app/education/en/index.html)
02:04:35	39141/39141	---MCZ	200	added ('OK')	text/html	etag:W/%22ea4e4af4dcfb25f2c9a4fb36cbd66299%22	https://skyone.vercel.app/education/en/pricing.html	C:/My%20Web%20Sites/library/skyone.vercel.app/education/en/pricing.html	(from https://skyone.vercel.app/education/en/index.html)
02:04:35	46315/46315	---MCZ	200	added ('OK')	text/html	etag:W/%2259595d15be11e6f3fc3dd43b95b66dd7%22	https://skyone.vercel.app/education/en/faq.html	C:/My%20Web%20Sites/library/skyone.vercel.app/education/en/faq.html	(from https://skyone.vercel.app/education/en/index.html)
02:04:36	21473/21473	---MCZ	200	added ('OK')	text/html	etag:W/%2276d906c3aee633a3a18ae7d49c5e012a%22	https://skyone.vercel.app/education/en/maintenance.html	C:/My%20Web%20Sites/library/skyone.vercel.app/education/en/maintenance.html	(from https://skyone.vercel.app/education/en/index.html)
02:04:36	22671/22671	---MCZ	200	added ('OK')	text/html	etag:W/%2281c22e0fcfb4871141960f5fa5d435c7%22	https://skyone.vercel.app/education/en/coming-soon.html	C:/My%20Web%20Sites/library/skyone.vercel.app/education/en/coming-soon.html	(from https://skyone.vercel.app/education/en/index.html)
02:04:36	34613/34613	---MCZ	200	added ('OK')	text/html	etag:W/%229d0e1e72dc49f54b273ab1035aeedf04%22	https://skyone.vercel.app/education/en/404.html	C:/My%20Web%20Sites/library/skyone.vercel.app/education/en/404.html	(from https://skyone.vercel.app/education/en/index.html)
02:04:37	17072/17072	---M--	200	added ('OK')	image/jpeg	etag:%22ed6289a46e88e409d175310ca2b69607%22	https://res.cloudinary.com/skyrev/image/upload/v1613840771/skyrev/ui/menu_marketing_2x_fxhtru.jpg	C:/My%20Web%20Sites/library/res.cloudinary.com/skyrev/image/upload/v1613840771/skyrev/ui/menu_marketing_2x_fxhtru.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:38	20974/20974	---M--	200	added ('OK')	image/jpeg	etag:%22adbe20b6ca45db1b060bd20d51849e83%22	https://res.cloudinary.com/skyrev/image/upload/v1613840771/skyrev/ui/menu_education_2x_qviwhv.jpg	C:/My%20Web%20Sites/library/res.cloudinary.com/skyrev/image/upload/v1613840771/skyrev/ui/menu_education_2x_qviwhv.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:38	16975/16975	---M--	200	added ('OK')	image/jpeg	etag:%22f69bc3452e6b1a005f361ecdb2233445%22	https://res.cloudinary.com/skyrev/image/upload/v1613840773/skyrev/ui/menu_pos_2x_mwdism.jpg	C:/My%20Web%20Sites/library/res.cloudinary.com/skyrev/image/upload/v1613840773/skyrev/ui/menu_pos_2x_mwdism.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:39	18879/18879	---M--	200	added ('OK')	image/jpeg	etag:%2249b2f488e9450da68c5f6a4a8a996dfd%22	https://res.cloudinary.com/skyrev/image/upload/v1613840773/skyrev/ui/menu_saas2_2x_uml9de.jpg	C:/My%20Web%20Sites/library/res.cloudinary.com/skyrev/image/upload/v1613840773/skyrev/ui/menu_saas2_2x_uml9de.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:39	80515/80515	---M--	200	added ('OK')	image/png	etag:%2262d80488e586209eed62e81f91e7452a%22	https://res.cloudinary.com/skyrev/image/upload/v1613842286/skyrev/education/background_3d_2x_rhzet6.png	C:/My%20Web%20Sites/library/res.cloudinary.com/skyrev/image/upload/v1613842286/skyrev/education/background_3d_2x_rhzet6.png	(from https://skyone.vercel.app/education/en/index.html)
02:04:40	32813/32813	---M--	200	added ('OK')	image/png	etag:%228c55a7523cb81ff3101ed1085cabb921%22	https://res.cloudinary.com/skyrev/image/upload/v1613842287/skyrev/education/banner1_3d_2x_ndpucn.png	C:/My%20Web%20Sites/library/res.cloudinary.com/skyrev/image/upload/v1613842287/skyrev/education/banner1_3d_2x_ndpucn.png	(from https://skyone.vercel.app/education/en/index.html)
02:04:40	36315/36315	---M--	200	added ('OK')	image/png	etag:%22cc66db5d4166db46f65a902d00f34d5b%22	https://res.cloudinary.com/skyrev/image/upload/v1613842287/skyrev/education/banner2_3d_2x_wzvqwu.png	C:/My%20Web%20Sites/library/res.cloudinary.com/skyrev/image/upload/v1613842287/skyrev/education/banner2_3d_2x_wzvqwu.png	(from https://skyone.vercel.app/education/en/index.html)
02:04:40	29880/29880	---M--	200	added ('OK')	image/png	etag:%22d690c724eec9a0881ba2eb5f4f2b1dbd%22	https://res.cloudinary.com/skyrev/image/upload/v1613842287/skyrev/education/banner3_3d_2x_eudixc.png	C:/My%20Web%20Sites/library/res.cloudinary.com/skyrev/image/upload/v1613842287/skyrev/education/banner3_3d_2x_eudixc.png	(from https://skyone.vercel.app/education/en/index.html)
02:04:40	6898/6898	---M--	200	added ('OK')	image/png	etag:%2285c43d23f089636e43d4aba077b17050%22	https://res.cloudinary.com/skyrev/image/upload/v1613842289/skyrev/education/feature1_3d_2x_v5lbia.png	C:/My%20Web%20Sites/library/res.cloudinary.com/skyrev/image/upload/v1613842289/skyrev/education/feature1_3d_2x_v5lbia.png	(from https://skyone.vercel.app/education/en/index.html)
02:04:41	7607/7607	---M--	200	added ('OK')	image/png	etag:%22d0c52a596c2984df6fad8266e71dff54%22	https://res.cloudinary.com/skyrev/image/upload/v1613842289/skyrev/education/feature2_3d_2x_swh9xl.png	C:/My%20Web%20Sites/library/res.cloudinary.com/skyrev/image/upload/v1613842289/skyrev/education/feature2_3d_2x_swh9xl.png	(from https://skyone.vercel.app/education/en/index.html)
02:04:41	9837/9837	---M--	200	added ('OK')	image/png	etag:%22c7e936ef426ff718df5424426d6445b4%22	https://res.cloudinary.com/skyrev/image/upload/v1613842290/skyrev/education/feature3_3d_2x_pazqld.png	C:/My%20Web%20Sites/library/res.cloudinary.com/skyrev/image/upload/v1613842290/skyrev/education/feature3_3d_2x_pazqld.png	(from https://skyone.vercel.app/education/en/index.html)
02:04:41	6571/6571	---M--	200	added ('OK')	image/png	etag:%22af549e3a7a1211b00d3371f83993ca07%22	https://res.cloudinary.com/skyrev/image/upload/v1613842290/skyrev/education/feature4_3d_2x_f09uhm.png	C:/My%20Web%20Sites/library/res.cloudinary.com/skyrev/image/upload/v1613842290/skyrev/education/feature4_3d_2x_f09uhm.png	(from https://skyone.vercel.app/education/en/index.html)
02:04:41	58316/58316	---M--	200	added ('OK')	image/png	etag:%224c0d04936f9661cd7de23237feb6cf17%22	https://res.cloudinary.com/skyrev/image/upload/v1613842319/skyrev/education/popular_3d_2x_g58xtn.png	C:/My%20Web%20Sites/library/res.cloudinary.com/skyrev/image/upload/v1613842319/skyrev/education/popular_3d_2x_g58xtn.png	(from https://skyone.vercel.app/education/en/index.html)
02:04:42	36608/36608	---M--	200	added ('OK')	image/jpeg	etag:%22220a6a8e4013d7a2fee7cc2029cf1442%22	https://res.cloudinary.com/imajin/image/upload/v1592702766/education/design_mfqgit.jpg	C:/My%20Web%20Sites/library/res.cloudinary.com/imajin/image/upload/v1592702766/education/design_mfqgit.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:42	25738/25738	---M--	200	added ('OK')	image/jpeg	etag:%221eb85e9a40bedeb2aa8729ad9d814f2d%22	https://res.cloudinary.com/imajin/image/upload/v1592702766/education/cook_bsillr.jpg	C:/My%20Web%20Sites/library/res.cloudinary.com/imajin/image/upload/v1592702766/education/cook_bsillr.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:43	18783/18783	---M--	200	added ('OK')	image/jpeg	etag:%224f3cec2da485dc799cc78bb8c5d075ef%22	https://res.cloudinary.com/imajin/image/upload/v1592702766/education/music_nmw3mb.jpg	C:/My%20Web%20Sites/library/res.cloudinary.com/imajin/image/upload/v1592702766/education/music_nmw3mb.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:43	38982/38982	---M--	200	added ('OK')	image/jpeg	etag:%221274c3cbd76638b524594394fadf40fd%22	https://res.cloudinary.com/imajin/image/upload/v1627130661/education/game_qm9tvu.jpg	C:/My%20Web%20Sites/library/res.cloudinary.com/imajin/image/upload/v1627130661/education/game_qm9tvu.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:43	25116/25116	---M--	200	added ('OK')	image/jpeg	etag:%22cc9108d67057918e865f59d73d6e6732%22	https://res.cloudinary.com/imajin/image/upload/v1592702767/education/sport_ilndwv.jpg	C:/My%20Web%20Sites/library/res.cloudinary.com/imajin/image/upload/v1592702767/education/sport_ilndwv.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:44	45202/45202	---M--	200	added ('OK')	image/jpeg	etag:%22c6e113b807590c665e7141aed03b6df1%22	https://res.cloudinary.com/imajin/image/upload/v1592702766/education/geo_pgt0fz.jpg	C:/My%20Web%20Sites/library/res.cloudinary.com/imajin/image/upload/v1592702766/education/geo_pgt0fz.jpg	(from https://skyone.vercel.app/education/en/index.html)
02:04:44	22067/22067	---M--	200	added ('OK')	image/jpeg	etag:%2207b48c93a41ac5546d32a9ef1c19bc26%22	https://res.cloudinary.com/imajin/image/upload/v1592702765/education/architect_vidsni.jpg	C:/My%20Web%20Sites/library/res.cloudinary.com/imajin/image/upload/v1592702765/education/architect_vidsni.jpg	(from https://skyone.vercel.app/education/en/index.html)
